headline,sentiment
"Tax Receipts Surge, May Aid Deficit Cutting",1
"Blue Chips Climb 3.1% in Week --- Dow's Gain is Biggest Since July; Light Volume Raises Concern of Rally's Strength",1
"The Market's Frame of Mind",0
"Clinton economic initiatives strengthen U.S. position as G-7 prepares to meet",1
"Dollar declines sharply against mark, yen as equities drop 3rd time in row",-1
"Forex View: Dollar's Direction? Down; Likely Fed Rate Cut Promise More Pain For Sliding Currency",-1
"Labor Market More Worrisome, Fed Officials Indicate",-1 
"Consumer Prices Barely Increased During July --- Rise of 0.1% Is Reassuring To Economists About Fed's Stance on Rates",1 
"Several Banks Show Rebound From Deficits --- Lower Loan-Loss Expenses, Other Factors Revived Profits in Third Quarter",1 
"Durables Orders Post 0.9% Drop For Last Month --- Bookings for Non-Defense Capital Goods Fall 6.3%, Third Decline in a Row",-1 
"The Dismal Science: The Best Way to Give Business a Boost",0 
"The Jobs Report: Economic Benchmark Proves Hard to Gauge",0 
"Investors Switch From Equity Funds to Bonds --- Shift Into Fixed Income Took Place at Record Pace Amid Flight to Safety Sparked by Market Swoon",-1 
"Business and Finance",0 
"Tallying the Toll on the Economy From 9/11",-1 
"Consumer Confidence in Economy Hits New High",1 
"Board of Contributors: Goose the Money Supply",0 
"1995 Year-End Review of Markets and Finance --- Review of the Stock Market: Stocks Remain Ready to Ramble Higher, But a Renewed Raucous Rally Is Unlikely",0 
"Home Price Forecast 2002: Bouncing Back? --- Despite Economy, Home Prices Again Start Gaining Ground; But Fire Sales' In Denver",1
"Bond prices surge as report of weak retail sales for May renews concerns about economy",-1
"Dow Jones Industrials Hit High for Year After Upbeat Fed Keeps Rates Unchanged",1
"New-Home Sales Drop",-1
"Tokyo Stocks Advance on Expectations of Decline In U.S. Interest Rates; London Shares End Lower",0
"Long-Term Treasurys Roar Ahead",1
"New Year for Investors Has a Rocky Beginning",-1
"Dow Surges 203.52, Hits High for 2009",1
"What's Occupying Wall Street? The protestors have a point, if not the right target.",-1
"Exxon Mobil Gain Helps Boost Blue Chips to Another Record; Advanced Micro Drops on Forecast; Google Tops $500",1
"REGIONS",0
"New Hitches In Markets May Widen Credit Woes",-1
"U.S. Industrial Output Jumped 0.9% In April Despite Higher Interest Rates",1
"Regional Report: Attacks' Effect on Regional Outlook --- Prospects Dim Across U.S., With Tourism States And Northeast Hit Hard",-1
"Bucking a Trend: Biggest Show of Force In a Decade Halts Slide Of the Dollar -- for Now --- U.S. and Allies Act Together To Stop a Puzzling Fall; Pressure on Fed Increases --- Global No-Confidence Vote?",0
"Options Report: Volatility in Options Market Remains High, Indicating Continuing Nervousness for Traders",-1
"Four Indicators for Stock Market Appear to Be Calling for Caution",-1
"Small-Stock Focus: Nasdaq Posts Steepest Gains of Major Indexes; Vivus Sees Its Share Price More Than Double",1
"Tuesday's markets: Blue chips fall 79.01, leaving traders uneasy",-1
"Initial Jobless Claims Fell During the Holiday Week",1
"Business and Finance",0
"Business and Finance",0
"U.S. Stocks Break a Losing Streak --- Tech Shares Help Indexes Rise in Choppy Trading After 3 Sessions of Losses; 'There's No Real Panic'",1
"Jobless Claims Fall, but Still Elevated",0
"We Hear Fed's 'Mission Accomplished' but It's Not Over",-1
"U.S. News: States Raise Payroll Taxes to Repay Loans --- Demands on Depleted Unemployment-Insurance Funds Led to Borrowing of Nearly $41 Billion From Federal Government",-1
"Heartland, Werner Decline on Analyst Downgrade",-1
"Ahead of the Tape",0
"U.S. College Borrowing Drops 8%; Clampdown on For-Profit Schools Contributes to Decline",-1
"Turmoil In Egypt Fuels Unease Ahead Of Monday Open",-1
"Interest Rate Rise Boosts the Dollar; Gold Gains by $2.60",1
"Ahead of the Tape",0
"U.S. Government Bonds Strengthen; Treasurys on Pace for Biggest Annual Rally Since 2011",1
"Bonds Rally, Pushing Up Stock Prices --- But Late Selloff Costs Shares Some of Gain; Dollar Finishes Mixed",1
"Fed Sidesteps Inflation Question; Policy Makers Don't Say If Reading Is Low Enough But Damp Rate-Cut Hopes",-1
"How Long Can the Fed Be a Hero?",-1
"Dollar to Benefit From Brightening U.S. Economy",1
"Ahead of the Tape",0
"As Good As It Gets? Growth of 1.7% isn't what Team Obama promised four years ago.",-1
"Consumer Spending, Income Eased in February",-1
"Mutual funds: Bond funds post tidy gains for '92 despite flat 4th quarter",1
"A Special Summary and Forecast Of Federal and State Tax Developments",0
"Corporate News: Rite Aid's Loss Widens as Revenue Declines",-1
"The Outlook: An Economic Slowdown Brings Its Problems",-1
"U.S. Stock Funds Are Suddenly Laggards",-1
"Weak Dollar and Jitters Over Economic Reports Join Forces to Deal Setback to Most Bond Prices",-1
"Business and Finance",0
"Suddenly, a Markets Turnaround --- Dow Is Up Nearly 20% From a Low, Other Markets More; Is It a Tease?",1
"U.S. Payrolls in November Grew 321,000; Jobless Rate 5.8%; Economy on Track to Record Strongest Year of Job Creation in 15 Years",1
"Fed Reduces Rates Again In Bid to Bolster Economy --- Action Is Expected to Trim Charge on Federal Funds To About 6 3/4% From 7%",1
"The Lewinsky Budget",0
"Business and Finance",0
"Business and Finance",0
"Dollar Declines as the Fed Chairman Speaks Out in Favor of Budget Accord",-1
"An Appraisal: Unusual Inflation Spurs Search for Different Hedges",-1
"Commodities Market: Oil Prices Slide as Traders Turn Bearish",1
"Reports show slower pace, firm economy",0
"Some on Wall Street See Slower Growth --- Asian Turmoil, Concern On Consumer Spending Cited",-1
"Fed Sees Slower Growth; Officials Debate How to Respond if Recovery Falters; Softer 2nd Half Is Seen",-1
"Inflation Pressure in Check as Consumer Prices Edge Up 0.1%",1
"Hornbeck, La-Z-Boy Advance",1
"Housing Starts Tumbled 2.2% In September --- Recent Negative Reports Aren't Regarded as Sign Of Return to Recession",0
"Business and Finance",0
"Greenspan Signals Interest Rates to Be Left Unchanged --- Use of Surpluses to Save Social Security Gains Fed Chairman's Support",1
"Gold Coin Sales May Get a Boost From U.S. Issue",1
"Home Prices: How's Your Town Doing?",0
"U.S. Banks Detail Crisis Plans; Lenders Spell Out Plans to Wind Down in Event of Upheaval, Without Needing Bailouts",1
"Corporate Bonds Get New Exposure",0
"Flat Finish for Oil on Mixed Data",0
"Dollar Skids as Traders Follow the Lead Of Falling U.S. Stock and Bond Markets",-1
"Bull Run Stalls for Treasurys",-1
"Worried Investors Turn to Old-Line, High-Yield Stocks",0
"Tech Tumbles Again But Dow, S&P Rise",0
"Stocks Hit Post-Crash High --- Bonds Join the Rally As Inflation Fear Ebbs",1
"Fed Plan Stimulates Companies --- Issuance of $12 Billion Makes for Busiest Day Since Sept. 8",1
"Dell Profit Rises, but Sales Growth Slows --- Revenue Target Is Missed; Shift to Server Market Means Bigger Challenge",0
"Economy Points Down, Takes Market With It",-1
"Economists Cut Back Forecasts for Growth; Waning Business Outlays And Housing Market Woes Add to Gloomier Portrait",-1
"Greenspan Says Inflation's Pace Isn't Increasing",1
"Business and Finance",0
"Downturn Made States and Cities More Dependent on Property Taxes",-1
"Google Drops 6.7% as Investors Are Freed to Sell Stock From IPO",-1
"Data Cause Bond Prices To Rally --- Purchasers Index Lifts Market; Industrials Finish 15.40 Lower",0
"Rate Rise Clouds Recovery",-1
"Bentsen Won't Rule Out Delay In Tax Increase --- Postponing Levy on Income May Not Be Necessary, Treasury Secretary Says",1
"Ford Earnings Surge; Chrysler Posts 26% Drop --- Ford's Net in Third Quarter Outpaced That of GM For Second Time in Row",0
"Stock Market Quarterly Review -- Essay: Feel-Good Factor Might Float Away; Renewed Doubts Include the Dollar, Recovery's Strength, Interest Rates and Stock Valuations",-1
"Dollar Fades As Does Fear; Euro Climbs Above $1.27",-1
"Investors Awaiting Data Shut Wallets, and Stocks Fall",-1
"Business and Finance",0
"Business and Finance",0
"Industrials Decline 4.19 as Signals On Interest Rates, Oil Are Mixed",-1
"GNP Estimate Cut to 1.3% Rate For 4th Quarter --- Economy's Weak Growth Reflects Less Investment In Business Inventories",-1
"Bernanke Gives No New Signs on Fed Move",0
"Dollar Closes Slightly Higher Ahead of Federal Reserve Meeting",1
"Stocks Finish Mostly Lower for Second Straight Session",-1
"The 'Credit Gap' and Ability to Repay",-1
"Ahead of the Tape",0
"Commerce Department Sees Economy Expanding, Trade Gap Narrowing in '87",1
"Stocks Leap As Banks Cut Prime --- Dollar Up, Especially Against the Yen; Bonds Advance a Bit",1
"Trade Deficit Worsened in June --- Widening of U.S. Gap Comes as a Surprise To Private Analysts",-1
"Dry Farm Belt Raises Specter of Inflation --- Forecasts for Smaller Crops, Price Rises of Up to 8% Expected in Drought",-1
"Headwaters Sinks 5.9%; Bidding War Boosts 3PAR",0
"Dollar Sinks Against Most Currencies In Third-Straight Day of Intervention",-1
"New York City Jobless Rate Falls to 7.3%; Unemployment Level Is Lowest in Five Years",1
"Personal Income Rose 0.2% in March; Cheaper Oil Seen Lifting Buying Power",1
"Consumer Debt Growth Slowed In November",1
"New-Home Sales Rise 16.2% as Prices Decline",1
"Has the Financial Industry's Heyday Come and Gone?",-1
"Signs of Growth Spur Inflation Fear; Trade Deficit, Retail Sales Indicate Economic Vigor, But Markets See Down Side",-1
"Leading indicators index climbed 0.7% in December; Home sales, job ads rose",1
"Weak Dollar Keeps Rewarding U.S. Bond Market",1
"Employment Continued to Climb in May --- Jobless Rate Held Steady At 4.3% as 296,000 Jobs Were Added to Payrolls",1
"Corporate Treasurers See Rates Rising But Don't Say a Downturn Will Result",0
"Summer's Volume Augurs Down Fall",-1
"Japan Shares Fall, Indonesia Stocks Lift; Mixed Results on Asian Markets, but Signs Selloff is Cooling",0
"Some Jobs Data Indicate a Slower Economy in May --- Though Unemployment Fell To 7.5%, Average Hours, Earnings Also Declined",0
"Strong U.S. Growth Gives Dollar a Boost",1
"Wal-Mart to Add Up to 600 Stores Globally in 2006",1
"Crude-Oil Prices Retreat After Spanish Debt Downgrade",1
"Picture of U.S. Jobs Market Shows Slow but Steady Growth; Payroll Gains in March Were Lackluster as Rate Of Unemployment Fell",0
"The Evening Wrap: Paycheck Pressures",-1
"Fed Data Suggest Export Boom Strains Manufacturers, May Stir Inflation Fears",-1
"Strong Economic-Data Reports for November Renew Fears of Further Interest-Rate Increases",-1
"Treasurys Surge as Jobs Data Ease Fears",1
"Durable Goods Orders Plunged 6.2% in March --- Third Drop in a Row Signals Recession Is Not Over In Manufacturing Sector",-1
"Filling Up on Food-Price Inflation",-1
"U.S. News: Groundhog Day for Bernanke --- Once Again, Fed Chief to Focus on the Sluggish Economy in Jackson Hole Speech",-1
"Dollar Stores Find Splurges Drying Up",-1
"Unemployment Edges Up but Still Is Low --- Slowing Economy Takes Toll, But Data Show Weather Is Playing a Bigger Role",0
"U.S. News --- THE OUTLOOK: Signs of Factory Revival Hard to Spot",-1
"Stocks Finish in the Black",1
"U.S. News: Consumer Caution Dents Retailers' Holiday Hopes",-1
"Economic Conditions Are Improving Slightly and Unevenly, Fed Surveys Say",0
"Stocks Rally, But Dollar, Bonds Slide",0
"The Outlook: Expansion's Strength Holds Lesson for Seers",1
"Business and Finance",0
"U.S. News: Inflation Rate Picks Up as Food, Energy Costs Rise; Inflation Pace Is Fastest in 17 Years",-1
"Boom Insurance",0
"Stocks Mixed in Sluggish Trading After Fed's Latest Inflation News",0
"The 1.5% Presidency",-1
"Ahead of the Tape",0
"H-P Helps Transform Blue Chips Into Red",-1
"Dollar Retreats Amid Evidence Of Mild Inflation",-1
"Obama vs. ATMs: Why Technology Doesn't Destroy Jobs; Doing more with less is what economic growth is all about.",1
"Stocks Finish in the Red",-1
"Blue Chips Gain 103 Points",1
"Dollar Drops Further Vs. Euro on Rate Cut; Canadian Currency Also Hits a High",-1
"Fear of U.S. Interest-Rate Increases Sends Chills Through Markets From Latin America to Europe",-1
"Golden warning",-1
"After U.S. Stock Rally, Some See Danger in New Year; Money Managers Are Making Year-End Moves That Could Be Shifted Early in 2015",-1
"U.S. News: Household Incomes Level Off --- Recession-Hit Paychecks Finally Stabilize, but Higher Poverty Rate Persists",0
"Business and Finance",0
"Industrials Climb Despite Uncertainty Over the Fed Move",1
"U.S. News: Fed to Keep Rates Low Despite Pickup",1
"Milton Friedman vs. the Fed; The Nobel laureate would never have endorsed increasing inflation to stimulate the economy.",-1
"Optimism's Return Lifts Tech Stocks",1
"Business and Finance",0
"U.S. News: Home Prices Rise, Yet Confidence Fades",0
"Dow Eases 30.84 as Investors Await New Economic Signals From Jobs Data",-1
"Data May Ease Fed Inflation Fears; Housing, Auto Costs Offset Rise in Energy Prices; Weekly Earnings Decline",1
"Gathering Gloom: In a Bearish Market, Even the Good News Can Have a Bad Effect --- So, If Economy Strengthens, Many See Inflation Ahead And Rush to Sell Shares --- Just Darkness Before Dawn?",-1
"Economy in Full Swing (Watch Your Head)",0
"Manufacturing index, prices rose in December",-1
"Wholesale-Price Report Is Played Down --- One-Time Items Are Cited By Economists, Who See Few Signs of Retail Rise",1
"Market Rally Stalls Late in Session; Dow Sheds 8 Points",-1
"The Washington Post Retail Sales",0
"Wetinvsdny, April 11, /W/",0
"When Numbers Are Unproductive; Conflicting Surveys Illustrate Dangers of Misreading Economic Data",0
"A Break From L.A.",0
"Economic Reports Put Stocks In a Spin",-1
"3.5%. Benefit Rise Set Under Social Security: Inflation Indexing to...",1
"Safe bets for pessimists, or this optimist",0
"Anti-Inflation Package Presentation Delayed: Carter Warns He'll Veto Bills Overrunning Budget",-1
"Taking stock of a race: Iowa Computer Network allow 'investing' in Va. senate battle",0
"Marylanders Brainstorm On How to Fight Drugs;Ideas, Frustrations Aired at State Summit",0
"F2 Wednesday, July 29, 1987",0
"A Season of Doubt Grips Wall Street; With Economy Soft, Insiders See No Set Direction This Fall",-1
"ROUNDUP",0
"The Washington Post Friday, April 11, 1986 B9",0
"Tokyo Tensions",-1
"Bullish News Is Ignored",-1
"Jobless Rate Drop Improves Outlook; Labor Numbers Assuage Investors",1
"Policymakers Determined to Stick To Tight-Money Attack on Inflation",-1
"Reports Portray a Sluggish Economy",-1
"TITLE XX REVISITED; An '80s Parallel On Cutting Strings",0
"Economy Is Still Weak, Fed Finds",-1
"Fed Moves To Bolster Recovery: Central Bank Lowers 2 Key Rates",1
"Inflation Rate Highest in 4 Months",-1
"Layoffs Renew Recession Fears; April Job Loss Biggest in Decade",-1
"Commodity Price Rise Gets Market's Attention",-1
"Wallich Rejects Call for Strict Supply Targets",0
"Reagan Signs Jobs Bill, Easing States' Crises",1
"Year of the Downhill Racers; In `Tough, Tough' 1994, Local Stocks Produced Few Success Stories",-1
"Two Reports Upbeat On State of Economy: Retail Sales Up 0.4%; Inflation Under Control",1
"S. African Coalition Suffers Serious Rift; De Klerk Nearly Quits Over Amnesty Debate",0
"Stocks Gain Irregularly During Week",1
"2.8% Dip Recorded By Industrial Output: December Industrial Output Off 2.8%",-1
"Buoyed by Bank Stocks, Dow Gains 16",1
"Social Security `Privatizers' Unbowed; Rethinking Retirement Privatizing",0
"Home Mortgage Rates Climb to 10.5 Percent: Economists Predict Continued Increases",-1
"Japan's Gaze Is on a Star In the U.S.; Thousands Gather, Watch Nomo Pitch",0
"Interest Rates Decline On Short-Term T-Bills",1
"Stocks Gain For Day, End Week Lower",0
"Home-Building Falls to Nine-Year Low: Credit Crunch, Consumer Fears",-1
"Building Trades Joblessness Up: Around the Nation",-1
"Stocks Fall; Bonds Take a Beating;Nervous Market Pushes Dow Average Down 8.93 Points",-1
"Trade Deficit Hits Record $103 Billion",-1
"Restrict Money Growth, Realty Committee Asks",-1
"Volcker, Reagan Hold Unannounced Meeting: Volcker, Reagan Hold Meeting With No Public N",0
"Dow Gains 37 Following Economic Reports",1
"Wall Street Bulls Push Dow Up 72: Stock Market Gains Fueled by Optimism About Economy",1
"A Healthy Economy, A Happy Governor",1
"Study Links U.S. Deficit, Third World: Growth Seen as Aid To Domestic Economy",0
"Election-Year Politics Stall Votes on Fed Nominations",0
"Fed up with envy; Government workers wouldn't mind a seat at a private table",0
"Stocks Take Beating As Dow Plunges 99",-1
"So, They Can Say No",0
"Dow Rises After 5 Losses in Row",1
"Stimulus Credited for Lifting Economy, But Worries About Unemployment Persist",0
"Dow Slips 10 Points as Inflation Concerns Persist",-1
"Dow Falls 27 in Biggest Decline Since Late July",-1
"Market Is Pounded; Dow Plunges 16.85",-1
"The Heavy Cost of Continued Inflation",-1
"Fiscal Gloom Spurs Talk of Tax Increases; Wilder Says Recovery Will Be Slow in Va.",-1
"Stocks Rally After Sell-Off, Close Mixed: Industrials Post 3.16-Point Gain",1
"Banks to Blame For High Rates, Regan Charges: Regan Charges Banks Keep Rates Unduly High",-1
"Oil Price Jump Seen Hurting U.S. Economy: Volcker Says Price Jump May Undermine Economy",-1
"Carter Urged to Back Jobs Bill",0
"Global Slide Of Dollar Deepens;Trading Against Mark Weakest Since War",-1
"Investors Again Cheered by Inflation News",1
"The Good News And Bad on Oil: Good Bad Seen in Oil Shift",0
"Aircrafts Buoyant as General List Sinks: Steel Shares Lead Drop",0
"Greenspan Cites Oil's Restraints; Economy Otherwise Strengthens, He Says",0
"Baker Effort Seen as Helpful but Not Far-Reaching",0
"ROUNDUP",0
"Wall Street Sees Limited Storm Impact",1
"What We Could Learn From Mexico",0
"Rise in Health Care Spending Slows; Lowest Growth Rate in Three Decades Tied to HMOs, Low Inflation",1
"Study Warns Of Economic Collapse; Trade Imbalances Seen as Big Danger",-1
"Martin Marietta Posts Higher Profit; Lafarge, Danaher, Mid Atlantic Medical Also Report Increases",1
"45 Industrial Centers On 6% Jobless List",-1
"Rails Lead on Upside",1
"Analysts See Greater Risk Of Recession; Fall in Durable Goods Orders Stirs Concern",-1
"Germany Sharply Cuts Two Key Rates: Move Surprises Financial Markets But Fails to Halt Decline",-1
"Stocks Edge Still Higher, Led by Blue Chips: Trade Slips to 4.5 Million",1
"Just who was the biggest budget sinner?; Md. governor's race plays out through the haze of revisionist claims on taxes, spending",0
"Oct. Producer Prices Rise Modest 0.3 Pet.: October Wholesale Prices Rise Modest 0.3%",-1
"B8 Sunday, September 29, 1983",0
"State of Economy Doesn't Justify Emergency Moves Now, CED Says",0
"Dow Index Off, Other Averages Edge Higher in Active Dealings: Gold Shares Lower",0
"Price's Earnings To Drop; The Fund Manager Says Fees Declined",-1
"Dow Is Ahead 4.16: Stock Market Posts Gain After a Late Turnaround",1
"Allen Zaps Games From Computers; Ban Prompted by Complaints Of Va. Workers Playing on Job",0
"Trade Deficit Drops to 8-Month Low as Exports Surge",1
"Stocks Battered Lower in Brisk Selling: Dow Average Slumps 9.71",-1
"Retail Results Boost Stocks; Investors Hope Sales Gains Foreshadow Spending Hike",1
"Prime Rate Rumors Spur Stock Rally: Banks Deny Plans",1
"Weakened U.S. Economy Braces for a War With No Likely Spoils",-1
"Dow Falls Below 10,000 As Investor Gloom Rises",-1
"Greening Global Business",0
"Dow Gains 37 Following Economic Reports",1
"Output in April Up 0.4%; First Rise in 5 Months: Output in April Up 0.4%; First Rise in 5 Months",1
"Injunction Stay Sends Stock List Reeling: Dow Index Plunges 7.10",-1
"Rubber, Rail Stocks in Van Of Sharp Drop",-1
"Bush Sees 'Mild and Brief Recession: President Skips Over Difficulties in N.Y. Economic Pep Talk",-1
"Luxury Sales Rise Despite Recession",1
"Fed Leader Again Urges Some Curbs: Optimism Expressed By Greenspan, Burns",0
"Strong Dollar Pushes Fed Policy Full Circle: Fed's Policy Comes Full Circle",-1
"Industrial Output Rises For 11th Straight Month",1
"Market Completes Good Week",1
"C8 Friday, January 4. 1980 THE WASHINGTON POST",0
"After the Dow's Big Dive, A Day of Grace in New York; Erratic Market Throws a Scare, Then Closes Down 3.36",-1
"Dow Reaches 4-Year Low; Cyprus Cited",-1
"Growth Rate Of Economy Said to Slow: Fed's 'Beige Book' Reports Lower Sales",-1
"Defense Stocks Spurt In Generally Firm List",1
"Last month's U.S. deficit broke the record for April",-1
"Area Hit By Labor Shortage;Jobs Go Unfilled As Unemployment Drops to 2.7 Percent",1
"Money Supply Falls, Snaps Five-Week Rise",-1
"Sharp Pickup in U.S. Economy Reported by Reserve Board",1
"Demand High for Treasuries; Auction Generates Interest of 8.43%",1
"Stein Sees 'Very High' Inflation in Early '74",-1
"Carlyle to Buy Rexnord",1
"The Washington Post Tuesday, April 9, 1985",0
"Investors Await Direction From Fed Meeting",0
"The `Reagan Revolution'",0
"Investor Pause Eases Dow",-1
"Citicorp Plan for Bank In Towson Is Approved",1
"Jobless Rate Drops, but So Do Payrolls; Employment Falls by 44,000",0
"Industrial Output Reaches New High",1
"Fed Mulls Discount Rate Cut Under Pro and Con Pressures: Interest Rate Effect Dollar Worry",0
"Why Deficit Crisis Is Hard to Fix: Effects of Problem Are Not Easy to See",-1
"30-Year Mortgage Rates Drop to 5.41%",1
"Outsourcing Means a Job Cut for 220 Employees at Fort Meade",-1
"Washington Post",0
"Unemployment Called High Priority",-1
"30-Year Mortgage Rates Dip Below 6%",1
"Modest Growth Is Worrisome: Economy Lags Behind Analysts' Predictions",-1
"2003 Budget Completes Big Jump in Spending",-1
"Atomics and the Recession: Recession Reagan's No. 1 Problem",-1
"Interest Rates During a Year of Wild Gyrations",0
"Unemployment Biggest Worry in Md.: Joblessness Biggest Worry In Maryland",-1
"Stocks Go Down, Awaiting CPI Report",-1
"The Stock Market Is Getting More Attractive for Small Investors",1
"Dow Falls 17; Technology Stocks Take a Beating",-1
"Head of ABA Says Rate Of Interest to Fall Soon",1
"Stocks Spurt Early in Week, Then Decline",0
"Attempt at Rally Is Brief",-1
"With Rates Low, It Makes Sense To Refinance Now, Pocket Savings",1
"Patman Calls Rate Rise 'Terrible on Little Fellow': Unemployment",-1
"As Recession Is Declared, Stocks End Five-Day Rally With Severe Slump",-1
"Speculating on Recession A Pastime for Politicians",-1
"A True Financial Instrument?",0
"Stocks Set New Peak, Then Backtrack: Recent Favorites Sag",0
"Can Democrats Take Yes for an Answer?",0
"13.8% FIXED TERM* from $187,750 to $196,950",0
"Recession's Hidden Virtues",1
"Intractable Deficits Seen By Stockman: Stockman Sees Intractable Deficits",-1
"Growth to Slow After Strong '97, Says Panel",-1
"Stock Prices Sink Sharply; Pace of Trading Still Slow",-1
"NATION IN BRIEF",0
"Consumer Optimism Up Sharply, Survey Finds: Spending Rose in October, Separate Report Shows",1
"Stocks Rally on Labor Report",1
"U.S. Output Up Slightly In August",1
"Report Said to Show Economy Is Slowing: Retail Sales Down 0.2 Pet. in October",-1
"Dow Up 50 On War Optimism: Market at Highest Level Since August",1
"Jobless Rate Still At 4.2% in February; Industrial Losses Offset In Healthier Sectors",0
"Wall St. Cheered by Moves to Contain Crisis",1
"Dow Climbs to Record On Rate, Budget Hopes; Reports of Fidelity Buying Lift Tech Stocks",1
"Betting on Colleges, Correctional Facilities; RS Partners Finds Big Value in Small-Caps",1
"4 Executives At UBS Quit After Internal Fund Probe",-1
"U.S. Industrial Output Rises",1
"Sears' Profits Increase 14.4%",1
"Trade Soars to 10 Million in Modest Loss: Early Advance Is Erased",-1
"Economy 'Turning,' Burns Says: Reserve Board Policies Defended",1
"Blacks at Odds Over Scrutiny of President",0
"Cautious Stock Market Drifts Lower In Slowest Session in Eight Weeks",-1
"HOWARD COUNTY Firms Scale Back...",-1
"Rate, Profit Fears Send Stocks Down",-1
"Jobless Rate Fell to 5.6% In June; Stock, Bond Markets Surge as Prospects Of Recession Diminish",1
"Drab News Depresses Market: News Helped Averages Down Amex Declines",-1
"Stock Prices Edge Higher; Trading Heavy",1
"The Washington Post Wednesday, December 11, 1985",0
"Welfare Cases Increase in Pr. George's; County Is Only Jurisdiction In Md. to Show Rise in 1997",-1
"The Washington Post Thursday, January 29, 1987",0
"Analysts Wary Despite Dow's Gain of 32",0
"Jobless Down To 3.8% Rate as Schools Start",1
"Fed Action Viewed as Restrained: Fed Expected To Cut Rates Only Slightly",0
"THE REGION; D.C. Officials Have 16,800 Reasons To Worry About Area's Slowing Economy",-1
"Dollars and Deficits: ECONOMIC IMPACT Depreciating Dollar Creates Financial Jitters",-1
"Fed Perceived Recession on Oct. 2; Minutes of Policymakers' Meeting Boost Expections of More Rate Cuts",-1
"Three Reports Show Economy Is Growing at a Stronger Pace",1
"Growth and Jobs",0
"THE WASHINGTON POST, TUESDAY, AUGUST 10, 1982",0
"Stock Gains Ascribed to Many Factors",1
"U.S. Official Says fed Curbs May Slow Growth in 1982: Fed Policy Seen Curbing 1982 Growth",-1
"Economic indicators reflect weak recovery; Consumers don't expect improvement anytime soon, survey says",-1
"Industrial Hours And Pay Increase",1
"Break Up the Banks",-1
"Stock, Bond Prices Advance Broadly As Interest Rate Cut Hopes Revive",1
"Nation Facing Slower Recovery: End of Talks Means a Slower Recovery",-1
"President Told Of Gain Made in Inflation Fight",1
"Inflation Indicator Stays Low: Consumer Prices Up 0.2% in May",1
"These Days__: The Canadian Dollar",0
"Public's Personality Seems Split in Its Perception of Reagan",0
"Dow Up 5 on Anticipation of Lower Rates",1
"Sales Gain But Show Slowdown",0
"D.C. Stores' Inventories Trimmed 5%",-1
"Chrysler, AT&T, Coke post strong earnings",1
"Washington Post Staff writer",0
"Stock Market Grinds to Quick Halt",-1
"Business Is Great -- You're Fired",-1
"Money Flow At Low Ebb, Maisel Says",-1
"Durable Goods Orders Surged 2.9% in April: Recession Fears Ease; Dollar Turns Mixed",1
"Lull...Still Threatens U.S., Banker Says",-1
"A Card to Borrow Your Future; Can Access to Credit Encourage Savings?",0
"Off Welfare and on to Work",1
"Fed Takes Y2K Steps",0
"Bad-News Poverty Figures",-1
"Ehrlich's gamble in Montgomery",0
"Administration Expects Economy To Grow Steadily in Second Half",1
"Jobless Recovery Indicated",-1
"C 8 THE WASHINGTON POST, SUNDAY, JANUARY 8, 1984",0
"Stock Prices Decline Again: Profit Taking Sends Market Down Again",-1
"Decline in Price Index Affirms Low Inflation",1
"Overdue Profit Taking Drives Market Lower",-1
"Across the board, mortgage rates dip slightly",1
"Economy Surged 4.2% In Second Quarter; Clinton Takes Credit for Gains",1
"McNamara: Oil Not Basis Of Inflation",1
"It's Becoming Less of a Job to Find One; Area Labor Surplus Turning Into a Shortage as Economy Improves",1
"$2.3 Trillion in New Debt Expected by 2014; Economic Growth Will Not Ease Strain on U.S., Budget Office Director Warns",-1
"Neither the Numbers, Nor Fed Members, Signal Rate Hikes",0
"Evidence Was Weak For Market's Plunge, Federal Data Shows: Market Drop Unwarranted, Analysts Say",1
"Market Idles, Traders Turn To Ball Game",0
"D 9 BUSINESS & FINANCE",0
"Interest Rate Signal Inspires Investors",1
"Fairfax Shines In Jobs Report; County Challenges D.C.'s Leadership Of Area Economy",1
"Steel Not Healthy, Despite Settlement",-1
"Household Income Climbs: Census Bureau Also Reports Poverty Rate Drop",1
"Va. Unemployment Hits 7.8 Pet.",-1
"Stocks Wilt On Worries Of Downturn: Market Suffers Losses On Fears of Slowing",-1
"Output Drop Is Worst Since 1958: GNP Falls Sharply in Quarter",-1
"Dollar Tumbles 2.5 Percent Against Yen, Pound, Mark; Crisis of Confidence Blamed for Decline",-1
"The Dow's Dilemma Over the Dollar: Experts, Investors Try to Explain",-1
"Unemployment Unexpectedly Drops to 5.8% for September: Unemployment Declines Despite Economic Slowdown",1
"Rally Is Biggest in 10 Months; Trading Heavy: Stock and Bond Prices Soar",1
"Job Creation Improves Slightly; Unemployment Declines to 5.6%, Lowest in 2 Years",1
"Rails Continue Advance",1
"Irregular List Includes Some Wide Moves: Rail Issues Show Gains",1
"Retailers Say Consumers Spent More in January: Retailers Report Consumers Spent More in January",1
"Polls Find U.S. Is Glum On Economy",-1
"Asia's Troubles Start To Slow U.S. Exports; Trade Deficit Rose to Record in January",-1
"Industrial Output Attains New Peak",1
"Housing Starts Drop in January as Permit Applications Hit 8-Year High",0
"Economic Recovery to Continue, Predict U.S. Corporate Leaders",1
"Economy is kick-started, but can it motor ahead?",0
